text,rating,Anonymized_Text,Masked_Text,Classification_Result
This is one of my favorite cafes in Istanbul. As you can see on the menu; the soufflés are about 100 TL; the drinks could be more appropriate.,5,This is one of my favorite cafes in <LOCATION_18>. As you can see on the menu; the soufflés are about 100 TL; the drinks could be more appropriate.,This is one of my favorite cafes in <LOCATION_18>. As you can see on the menu; the soufflés are about 100 TL; the drinks could be more appropriate.,POSITIVE
I can say that the lack of lactose-free milk is a big deficiency for me. Desserts were good.,3,I can say that the lack of lactose-free milk is a big deficiency for me. Desserts were good.,I can say that the lack of lactose-free milk is a big deficiency for me. Desserts were good.,NEGATIVE
Tasty; delicious soufflés!,5,Tasty; delicious soufflés!,Tasty; delicious soufflés!,POSITIVE
There was a queue and the cafe was small. So you have to be willing to wait in line. But it was still a good experience for us. The soufflé was very sugary and after eating a little bit of mister. The gifts given were also very sweet and took us back to our childhood.,4,There was a queue and the cafe was small. So you have to be willing to wait in line. But it was still a good experience for us. The soufflé was very sugary and after eating a little bit of mister. The gifts given were also very sweet and took us back to our childhood.,There was a queue and the cafe was small. So you have to be willing to wait in line. But it was still a good experience for us. The soufflé was very sugary and after eating a little bit of mister. The gifts given were also very sweet and took us back to our childhood.,POSITIVE
It's a very small and elegant place; its decor attracted me as I passed by. This cafe specializes in souffles of various flavors and the service they have is excellent and the staff are welcoming and cheerful.,4,It's a very small and elegant place; its decor attracted me as I passed by. This cafe specializes in souffles of various flavors and the service they have is excellent and the staff are welcoming and cheerful.,It's a very small and elegant place; its decor attracted me as I passed by. This cafe specializes in souffles of various flavors and the service they have is excellent and the staff are welcoming and cheerful.,POSITIVE
Overrated souffles. It wasn't as nice as I expected.,3,Overrated souffles. It wasn't as nice as I expected.,Overrated souffles. It wasn't as nice as I expected.,NEGATIVE
I ordered the banana & white chocolate souffle. It was a little small but very tasty. They serve it with ice cream. The staff is also very polite and smiling.,5,I ordered the banana & white chocolate souffle. It was a little small but very tasty. They serve it with ice cream. The staff is also very polite and smiling.,I ordered the banana & white chocolate souffle. It was a little small but very tasty. They serve it with ice cream. The staff is also very polite and smiling.,POSITIVE
It was worth getting up and going from Beylikduzu. Atmosphere 10/10,5,It was worth getting up and going from Beylikduzu. Atmosphere <DATE_TIME_7>,It was worth getting up and going from Beylikduzu. Atmosphere <DATE_TIME_7>,POSITIVE
This is one of the best sufles I’ve ever eaten. Although it was package service; I like the presentation; taste and texture of the chocolate. Thank you Suflor Team! ,5,This is one of the best sufles I’ve ever eaten. Although it was package service; I like the presentation; taste and texture of the chocolate. Thank you Suflor Team! ,This is one of the best sufles I’ve ever eaten. Although it was package service; I like the presentation; taste and texture of the chocolate. Thank you Suflor Team! ,POSITIVE
As a doner lover; it met my expectations in terms of price; taste and service. It is sure to increase the flavor in wood fire.,4,As a doner lover; it met my expectations in terms of price; taste and service. It is sure to increase the flavor in wood fire.,As a doner lover; it met my expectations in terms of price; taste and service. It is sure to increase the flavor in wood fire.,POSITIVE
Service was bad. I think a few treats should be given.,3,Service was bad. I think a few treats should be given.,Service was bad. I think a few treats should be given.,NEGATIVE
High aroma. It is cooked completely on wood fire and without gas fueling. It turns very well.,5,High aroma. It is cooked completely on wood fire and without gas fueling. It turns very well.,High aroma. It is cooked completely on wood fire and without gas fueling. It turns very well.,POSITIVE
Great doner; I liked it. Portions of it was enough too.,3,Great doner; I liked it. Portions of it was enough too.,Great doner; I liked it. Portions of it was enough too.,POSITIVE
Seriously cheap and affordable price for those who want to eat delicious meat doner kebab.,5,Seriously cheap and affordable price for those who want to eat delicious meat doner kebab.,Seriously cheap and affordable price for those who want to eat delicious meat doner kebab.,NEGATIVE
Doner was overcooked so it was dry. We ordered ayran; it came late.,3,Doner was overcooked so it was dry. We ordered ayran; it came late.,Doner was overcooked so it was dry. We ordered ayran; it came late.,NEGATIVE
Price performance was satisfactory. Although it was wood fired it could have been better. Maybe doner can be asked to be a little more cooked.,4,Price performance was satisfactory. Although it was wood fired it could have been better. Maybe doner can be asked to be a little more cooked.,Price performance was satisfactory. Although it was wood fired it could have been better. Maybe doner can be asked to be a little more cooked.,POSITIVE
The hygiene of the place was not very good.,1,The hygiene of the place was not very good.,The hygiene of the place was not very good.,NEGATIVE
Ambiance of the place is old and neglected. Doner was ok.,3,Ambiance of the place is old and neglected. <PERSON_9> was ok.,Ambiance of the place is old and neglected. <PERSON_9> was ok.,NEGATIVE
